,user_id,amount_usd,engagement,notify_count,brand,birth_year,country,city,created_date,user_settings_crypto_unlocked,plan,attributes_notifications_marketing_push,attributes_notifications_marketing_email,num_contacts,num_referrals,num_successful_referrals
73,user_109,25382.060000000114,1,7,Apple,1990,RO,Bucharest,2018-01-16 06:55:14.813803,0,STANDARD,1.0,1.0,59,0,0
74,user_1090,1143.21,0,20,Android,1993,MT,Sliema,2018-01-05 02:24:24.745405,0,STANDARD,1.0,1.0,15,0,0
75,user_1091,45396.259999999944,1,6,Apple,1988,IE,Dublin,2018-01-27 08:02:36.891867,0,STANDARD,1.0,1.0,48,0,0
76,user_1092,13860.869999999999,0,10,Android,1991,GB,Hounslow,2018-01-05 21:48:39.484827,1,STANDARD,,,0,0,0
77,user_1093,9035.780000000006,0,3,Android,1990,GR,Athens,2018-01-29 14:47:05.003501,0,STANDARD,,,6,0,0
78,user_1094,32874.380000000034,1,7,Apple,1996,GB,London,2018-01-23 03:53:04.572360,0,STANDARD,,,11,0,0
79,user_1096,1708.8299999999995,0,15,Android,1990,LT,Vilnius,2018-01-25 03:04:33.958262,0,STANDARD,1.0,1.0,14,0,0
80,user_1097,4123.530000000001,0,9,Apple,1958,GB,Nottingham,2018-01-16 23:08:38.656826,0,STANDARD,,,0,0,0
81,user_110,21330.79,0,7,Apple,1993,DE,Wiedbaden,2018-01-22 10:44:23.149997,0,STANDARD,1.0,1.0,17,0,0
82,user_1100,1534.0599999999995,0,9,Apple,1976,HU,Vac,2018-01-05 23:06:46.019873,1,STANDARD,1.0,1.0,67,0,0
83,user_1101,4766.09,0,8,Apple,1992,FR,Paris,2018-01-15 18:47:27.407775,1,STANDARD,1.0,1.0,5,0,0
84,user_1102,25530.289999999994,1,6,Apple,1994,GB,London,2018-01-13 18:50:03.705110,0,STANDARD,,,0,0,0
85,user_1104,121212.25000000009,1,9,Apple,1968,IT,Rome,2018-01-21 08:14:35.119814,1,STANDARD,,,7,0,0
86,user_1105,39476.71000000001,1,5,Apple,1995,FR,Paris,2018-01-22 20:37:43.034644,0,STANDARD,,,31,0,0
87,user_1106,109133.30000000002,0,11,Android,1996,GB,Sunderland,2018-01-14 07:23:45.997896,1,PREMIUM,,,0,0,0
88,user_1107,9726.639999999992,1,6,Android,1971,PL,Mieszków,2018-01-27 15:11:27.379839,0,STANDARD,,,4,0,0
89,user_1109,5115.780000000002,0,6,Android,1987,GB,London,2018-01-10 01:07:20.088872,0,STANDARD,,,1,0,0
90,user_111,443.23,0,8,Apple,1977,IE,Dublin,2018-01-07 15:53:43.719983,0,METAL,1.0,1.0,44,0,0
91,user_1110,11117.65000000003,1,9,Android,1998,MT,Mellieha,2018-01-24 15:55:22.287404,0,STANDARD,1.0,1.0,84,0,0
92,user_1112,2003.74,0,2,Apple,1972,GB,Cambridge,2018-01-11 13:14:20.766601,0,STANDARD,,,0,0,0
93,user_1113,4016.8300000000004,0,16,Apple,1954,GB,Billericay,2018-01-26 07:34:13.040468,1,PREMIUM,,,2,0,0
94,user_1115,38203.48999999999,1,12,Android,1985,GB,Bristol,2018-01-18 16:04:41.568647,0,STANDARD,1.0,1.0,21,0,0
95,user_1116,22500.849999999995,0,16,Apple,1995,CH,Tolochenaz,2018-01-29 22:53:23.821572,1,PREMIUM,,,0,0,0
96,user_1117,4941.920000000003,0,8,Android,1977,GB,Milton Keynes,2018-01-16 05:51:16.581290,1,STANDARD,1.0,1.0,17,0,0
97,user_1118,5271.89,0,8,Apple,1994,CH,Derendingen,2018-01-10 05:54:22.926519,0,STANDARD,1.0,0.0,2,0,0
98,user_1119,5113.1299999999965,0,12,Apple,1990,GB,Craigavon,2018-01-05 20:26:12.602185,1,STANDARD,1.0,1.0,0,0,0
99,user_112,2952.0700000000024,0,14,Android,1993,CZ,Prague,2018-01-15 08:56:04.727455,1,STANDARD,,,15,0,0
100,user_1120,1812.84,0,11,Apple,1981,BG,Sofia,2018-02-01 08:11:46.976765,1,STANDARD,1.0,1.0,4,0,0
101,user_1121,1458.2799999999997,0,13,Apple,1989,LT,Vilnius,2018-01-27 13:59:58.799287,0,STANDARD,,,12,0,0
102,user_1123,3478.13,0,4,Android,1987,HU,Őrhalom,2018-02-01 14:21:47.661182,1,STANDARD,,,0,0,0
103,user_1124,27933.97,1,11,Apple,1982,GB,Birmingham,2018-01-23 00:39:25.993456,0,STANDARD,1.0,1.0,29,0,0
104,user_1127,5713.0599999999995,0,4,Android,1974,GB,Motherwell,2018-01-27 11:26:14.115374,0,STANDARD,,,4,0,0
105,user_1128,33473.309999999954,0,11,Android,1992,MT,Qormi,2018-01-06 16:10:48.356435,1,STANDARD,1.0,1.0,143,0,0
106,user_1129,5047.830000000002,0,5,Apple,1986,LT,Kaunas,2018-01-04 20:53:06.085854,1,STANDARD,,,49,0,0
107,user_113,19560.83999999996,1,14,Apple,1980,LT,Kursenai,2018-01-19 05:30:56.507765,1,STANDARD,1.0,1.0,138,0,0
108,user_1131,61150.29000000001,1,9,Apple,1992,GB,Kingston Upon Thames,2018-01-21 17:56:45.025964,0,STANDARD,,,83,0,0
109,user_1132,4766.729999999999,0,6,Android,1980,GB,Horsham,2018-01-20 06:29:06.960728,0,STANDARD,1.0,1.0,1,0,0
110,user_1134,1301.8499999999997,0,5,Apple,1977,GB,Watford,2018-01-29 14:13:24.786314,0,STANDARD,,,0,0,0
111,user_1135,10270.780000000008,0,9,Apple,1967,IE,Limerick,2018-01-05 17:54:26.428599,0,STANDARD,,,7,0,0
112,user_1136,6778.900000000001,0,8,Apple,1962,GB,Stowmarket,2018-01-07 10:09:14.020576,1,STANDARD,,,0,0,0
113,user_1137,17842.260000000013,1,5,Apple,1999,GB,London,2018-01-30 17:25:08.825964,0,STANDARD,0.0,0.0,22,0,0
114,user_114,10266.430000000002,0,10,Android,1983,ES,Sabadell,2018-01-10 20:08:33.097676,0,STANDARD,,,14,0,0
115,user_1140,2640.7200000000007,0,4,Android,1988,SI,Ljubljana,2018-02-02 03:36:40.344308,1,STANDARD,,,4,0,0
116,user_1142,13080.820000000014,1,8,Android,1964,MT,Zabbar,2018-01-28 01:46:28.771918,1,STANDARD,,,55,0,0
117,user_1143,1275.45,0,3,Apple,1987,FR,Paris,2018-01-20 03:45:13.859845,0,STANDARD,,,0,0,0
118,user_1145,6356.140000000004,1,2,Apple,1980,GB,Reading,2018-01-10 12:29:08.205649,0,STANDARD,,,33,0,0
119,user_1147,6243.360000000002,0,8,Android,1981,IE,Dublin,2018-01-24 20:37:59.524392,0,STANDARD,,,3,0,0
120,user_1148,7186.049999999997,0,4,Android,1991,FR,Toulouse,2018-03-01 09:50:20.050940,0,STANDARD,1.0,1.0,7,0,0
121,user_1149,4156.89,0,3,Apple,1993,FR,Le Havre,2018-02-16 23:05:36.035057,0,STANDARD,1.0,1.0,24,0,0
122,user_115,345.91999999999996,0,6,Apple,1992,FR,L'ile Saint Denis,2018-01-31 02:23:37.856794,0,STANDARD,,,6,0,0
123,user_1151,30978.64000000003,0,10,Apple,1983,RO,Cluj-Napoca,2018-02-02 20:54:31.098030,1,STANDARD,,,64,0,0
124,user_1154,45725.19999999999,1,7,Apple,1984,GB,Warwick,2018-02-10 01:15:48.815670,0,STANDARD,,,12,0,0
125,user_1155,11698.15,1,9,Android,1987,GB,Bristol,2018-02-05 11:19:48.891451,0,STANDARD,,,0,0,0
126,user_1156,6776.799999999999,0,7,Apple,1962,SE,Stockholm,2018-02-20 12:38:45.598050,0,STANDARD,1.0,1.0,27,0,0
127,user_1157,3221.340000000001,0,7,Apple,1991,GB,London,2018-02-16 21:08:13.981809,0,STANDARD,,,11,0,0
128,user_1158,6488.609999999997,0,5,Apple,1995,GB,Nottingham,2018-02-25 00:18:05.463147,0,STANDARD,1.0,0.0,12,0,0
129,user_1159,1224.4,0,17,Apple,1974,GB,Hornchurch,2018-02-05 02:09:08.326231,0,STANDARD,1.0,1.0,1,0,0
130,user_116,6898.12,1,8,Apple,1979,SE,Göteborg,2018-01-04 04:28:35.339408,0,STANDARD,1.0,1.0,13,0,0
131,user_1160,6674.669999999999,0,2,Android,1982,PL,Warszawa,2018-02-04 17:56:55.265136,0,STANDARD,1.0,0.0,0,0,0
132,user_1161,4174.740000000003,0,5,Apple,1982,ES,Sabadell,2018-02-21 02:40:01.659543,0,STANDARD,,,4,0,0
133,user_1162,6824.449999999994,0,11,Apple,1988,GB,Worcester Park,2018-02-14 17:49:35.544148,0,STANDARD,,,11,0,0
134,user_1165,159390.31999999983,1,9,Apple,1990,DK,Odense S,2018-03-02 23:01:02.218242,1,PREMIUM,1.0,1.0,47,0,0
135,user_1166,8650.910000000002,1,4,Android,1995,FR,Ivry-sur-Seine,2018-02-28 23:09:45.821572,1,STANDARD,1.0,1.0,6,0,0
136,user_1167,3773.0400000000004,0,12,Android,1988,ES,Madrid,2018-02-06 18:02:49.200136,0,STANDARD,1.0,1.0,0,0,0
137,user_1168,9860.789999999999,0,9,Apple,1971,FR,Paris,2018-02-04 19:06:24.891140,1,PREMIUM,1.0,1.0,78,0,0
138,user_1169,73598.08999999998,0,12,Apple,1981,GB,Bristol,2018-02-10 01:14:46.672439,1,PREMIUM,,,10,0,0
139,user_117,1441.7099999999998,0,17,Android,1990,ES,Olesa De Montserrat,2018-01-05 07:35:03.142808,0,STANDARD,,,9,0,0
140,user_1170,9972.890000000005,0,10,Apple,1984,SE,Stockholm,2018-02-04 13:52:51.101674,1,PREMIUM,,,0,0,0
141,user_1171,6949.479999999995,1,15,Android,1984,GB,Dagenham,2018-02-12 17:33:44.708903,0,STANDARD,1.0,1.0,20,0,0
142,user_1172,9954.780000000008,0,4,Android,1987,FR,Lille,2018-02-03 06:02:54.894923,0,STANDARD,1.0,1.0,0,0,0
143,user_1174,15813.570000000002,0,8,Apple,1969,GB,Canterbury,2018-02-03 02:34:34.893982,0,PREMIUM,,,8,0,0
144,user_1175,26667.879999999946,1,8,Android,1992,LT,Vilnius,2018-02-09 17:01:13.396147,0,STANDARD,1.0,1.0,18,0,0
145,user_1176,10947.390000000003,0,11,Android,1972,GB,Wellingborough,2018-02-20 12:01:48.219580,0,STANDARD,1.0,1.0,4,0,0
146,user_1178,13681.44000000001,0,4,Apple,1986,GB,London,2018-02-22 19:55:22.530122,0,STANDARD,,,16,0,0
147,user_1179,14059.259999999995,1,7,Apple,1991,GB,Darwen,2018-02-03 05:21:46.122264,0,STANDARD,,,0,0,0
148,user_118,2765.67,0,5,Apple,1999,GB,Southampton,2018-01-10 06:49:14.600413,0,STANDARD,1.0,1.0,4,0,0
149,user_1180,4577.88,0,7,Android,1991,GB,Salford,2018-02-03 13:13:28.997388,1,STANDARD,,,0,0,0
150,user_1182,2835.480000000002,0,6,Android,1984,GR,Kozani,2018-02-12 19:36:14.507063,1,STANDARD,,,9,0,0
151,user_1184,8147.350000000009,0,6,Android,1981,LT,Vilnius,2018-02-21 20:48:42.288987,1,STANDARD,,,148,0,0
152,user_1185,7702.1500000000015,0,3,Android,1965,GB,Oxford,2018-03-03 08:37:23.105494,0,STANDARD,1.0,1.0,0,0,0
153,user_1186,98169.08999999992,1,18,Apple,1976,CH,Otelfingen,2018-02-22 02:16:53.935132,0,STANDARD,0.0,0.0,9,0,0
154,user_1188,1552.24,0,11,Android,1983,GB,Leatherhead,2018-02-21 04:22:17.125234,1,STANDARD,1.0,1.0,7,0,0
155,user_1189,11406.770000000008,1,4,Android,1977,DE,Konstanz,2018-03-02 18:41:04.492787,0,STANDARD,,,0,0,0
156,user_119,23334.860000000015,0,17,Android,1984,MT,Rabat,2018-01-03 09:55:59.552254,1,STANDARD,1.0,1.0,90,0,0
157,user_1191,11447.670000000004,0,8,Android,1984,GB,London,2018-03-01 10:10:45.765773,0,STANDARD,,,9,0,0
158,user_1192,26756.999999999873,1,5,Unknown,1993,LV,Riga,2018-02-14 08:41:11.003171,1,PREMIUM,1.0,1.0,13,0,0
159,user_1193,10646.07,0,5,Apple,1973,GB,Great Missenden,2018-02-06 03:09:44.269173,0,STANDARD,,,1,0,0
160,user_1194,3842.2,0,10,Android,1993,GB,Staines-upon-thames,2018-02-09 02:17:56.729906,0,STANDARD,,,10,0,0
161,user_1195,2584.4000000000005,1,8,Android,1993,LT,Vilnius,2018-02-05 11:23:22.354293,1,STANDARD,1.0,1.0,17,0,0
162,user_1197,517666.63999999996,0,6,Apple,1970,ES,Manzanares El Real,2018-03-01 04:13:49.479975,1,PREMIUM,1.0,1.0,15,0,0
163,user_1199,96248.98000000007,1,9,Android,1990,GB,Cwmbran,2018-02-11 10:55:35.985195,1,STANDARD,1.0,1.0,5,0,0
164,user_12,37106.25000000002,1,17,Apple,1991,GB,London,2018-01-30 16:08:37.788837,0,STANDARD,,,0,0,0
165,user_120,42083.59999999988,1,15,Apple,1988,LT,Vilnius,2018-01-21 17:53:32.630589,0,STANDARD,1.0,1.0,12,0,0
166,user_1200,12823.79999999999,1,2,Apple,1980,LT,Klaipeda,2018-02-15 03:11:02.336829,0,STANDARD,,,29,0,0
167,user_1201,22823.969999999994,1,11,Apple,1992,IT,Torre Del Greco,2018-02-14 22:22:35.547030,0,PREMIUM,,,0,0,0
168,user_1203,5373.9,0,2,Android,1985,GB,Wigan,2018-02-06 15:19:43.055371,1,STANDARD,,,4,0,0
169,user_1204,338.23,0,7,Apple,1988,RO,Sebes,2018-02-26 13:30:02.253789,0,STANDARD,1.0,0.0,114,0,0
170,user_1206,1193.2200000000007,1,5,Android,1995,PL,Sokołów Podlaski,2018-02-16 13:29:38.967005,0,STANDARD,1.0,1.0,48,0,0
171,user_1207,42165.93000000005,1,10,Android,1990,GB,Manchester,2018-02-14 03:59:53.341342,1,METAL,1.0,1.0,0,0,0
172,user_1209,12218.379999999996,1,4,Apple,1983,GB,Ruislip,2018-02-19 10:01:05.565894,1,STANDARD,1.0,1.0,8,0,0
173,user_1211,105.71,0,10,Android,1988,BG,Varna,2018-02-16 17:54:29.009422,1,STANDARD,1.0,1.0,10,0,0
174,user_1212,7475.920000000003,0,4,Android,1982,LT,Vilnius,2018-02-19 20:32:34.914656,0,STANDARD,1.0,1.0,25,0,0
175,user_1217,976.1400000000001,0,12,Android,1984,GB,Deeside,2018-02-17 11:43:34.910908,0,STANDARD,,,0,0,0
176,user_1218,57341.69999999999,0,23,Android,1987,GB,London,2018-02-18 09:24:00.686168,0,STANDARD,0.0,0.0,14,0,0
177,user_1219,86.2,0,11,Apple,1991,FR,Paris,2018-03-01 23:35:20.923380,1,STANDARD,1.0,1.0,11,0,0
178,user_122,28758.029999999977,1,17,Apple,1987,GB,London,2018-01-05 20:12:58.508594,0,STANDARD,1.0,0.0,23,0,0
179,user_1221,107563.10999999994,1,4,Apple,1984,DK,Hasselager,2018-02-03 14:15:47.552493,1,METAL,1.0,0.0,4,0,0
180,user_1222,11347.909999999994,0,5,Android,1978,GB,Romford,2018-02-16 12:48:45.017902,0,STANDARD,1.0,1.0,0,0,0
181,user_1223,3991.240000000001,1,5,Android,1987,PL,Biała Podlaska,2018-02-21 15:50:32.865859,0,STANDARD,1.0,1.0,11,0,0
182,user_1224,2237.850000000001,0,16,Apple,1984,GB,Faringdon,2018-02-04 14:52:10.488011,0,STANDARD,,,1,0,0
183,user_1225,1083.6400000000008,0,8,Apple,1991,PL,Kraków,2018-02-07 02:02:22.423959,0,STANDARD,1.0,1.0,12,0,0
184,user_1226,3477.030000000001,0,2,Android,1995,GB,"30 Belmont Hall Court Belmont Grove, London, London",2018-02-15 10:21:17.615019,0,STANDARD,,,2,0,0
185,user_1227,7102.699999999999,0,11,Android,1983,GB,London,2018-02-27 20:42:13.164249,0,STANDARD,1.0,1.0,11,0,0
186,user_1229,93615.37999999996,0,13,Apple,1979,GB,London,2018-02-20 06:01:31.893205,1,PREMIUM,1.0,1.0,8,0,0
187,user_1230,6599.579999999998,0,6,Apple,1993,FR,Bordeaux,2018-02-23 02:28:09.376574,0,STANDARD,,,0,0,0
188,user_1232,3443.810000000001,0,10,Apple,1968,PT,Estoril,2018-02-24 05:09:12.566677,0,STANDARD,1.0,1.0,33,0,0
189,user_1234,6964.71,0,8,Android,1984,GB,Hayes,2018-02-04 09:29:45.974238,1,STANDARD,1.0,1.0,0,0,0
190,user_1235,2996.0199999999986,0,11,Android,1989,PL,Gdańsk,2018-02-07 13:53:52.588136,1,STANDARD,1.0,1.0,11,0,0
191,user_1236,55806.57,0,8,Apple,1960,GB,Upminster,2018-02-22 15:26:03.609957,0,STANDARD,,,0,0,0
192,user_1237,12467.890000000058,1,37,Android,1999,FR,Oberentzen,2018-02-19 03:20:02.098779,1,STANDARD,1.0,0.0,17,0,0
193,user_1238,1736.1800000000017,0,10,Android,1989,GB,London,2018-02-28 16:55:21.108362,1,STANDARD,1.0,1.0,15,0,0
194,user_1239,3512.82,0,11,Apple,1963,GB,Bedford,2018-02-05 13:17:46.253655,1,STANDARD,,,2,0,0
195,user_124,21996.899999999994,1,12,Apple,1992,FR,Mérignac,2018-01-28 00:15:15.730641,0,STANDARD,1.0,1.0,7,0,0
196,user_1240,112996.16000000002,1,15,Android,1986,GB,Gateshead,2018-02-16 06:15:03.932895,1,PREMIUM,1.0,1.0,16,0,0
197,user_1241,9514.920000000002,0,4,Android,1988,ES,CUBELLES,2018-02-08 07:16:09.495176,0,STANDARD,1.0,1.0,11,0,0
198,user_1242,5480.14,1,6,Android,1995,GB,Hounslow,2018-02-14 10:43:21.998050,0,STANDARD,1.0,1.0,7,0,0
199,user_1244,12174.090000000004,0,4,Android,1968,PL,Gdańsk,2018-02-11 13:23:49.106909,1,STANDARD,,,8,0,0
